BUS_SERVICE,OBJECTID_1,BUS_STOP_NUM,BUS_ROOF_NUM,UNIQUE_ID,INC_CRC,FMEL_UPD_D,longitude,latitude
37,145130,76241,B13,3404,46072A50D01BE11E,2.02401E+13,103.95892865372711,1.3582013830750344
37,145566,76221,B09,4666,127A3A00486DE7E2,2.02401E+13,103.9539874715118,1.3563771920254168
37,145567,76229,B10,4667,76D3B08D0D659A19,2.02401E+13,103.95340194375504,1.3561483660952136
37,145568,76211,B07,4668,4E6C3EF07D0A56A3,2.02401E+13,103.95114869711688,1.3567013956822165
37,147197,97159,B02,1117,0E9962CA4C60ED1C,2.02401E+13,103.96773733088193,1.3503294316303482
37,145624,76209,B06,4056,10F2696F8BC050FB,2.02401E+13,103.94749598801947,1.3566191229620332
37,146841,97161,B03,2455,6060C7F7F90EAAE5,2.02401E+13,103.96776686236144,1.346879044995096
37,146866,97149,B02,1735,59BD51241F20335B,2.02401E+13,103.9679461575585,1.3518527642967761
37,146869,97141,B01,1738,51D326FF3417FF6D,2.02401E+13,103.96794144138194,1.3522347308567195
37,147450,75009,NIL,1312,65A905EF648EADDB,2.02401E+13,103.94364418358565,1.3548018936451303
37,147468,97171,B05,1864,96C64752AED70AC9,2.02401E+13,103.9699980363397,1.3456827152408881
69,144774,75229,B07,489,A7609CB0BE2C1471,2.02401E+13,103.93669137037199,1.3450210175549615
69,142553,75149,B09,4612,C18EB70E3866FA07,2.02401E+13,103.93361964232237,1.3559907283375408
69,142650,84009,NIL,3766,C9B8BC0EAFBBC4B2,2.02401E+13,103.9296548234795,1.3248541900467168
69,142975,84209,B06,3045,9EC86DD31BE26EDE,2.02401E+13,103.9333269972492,1.3369397544005799
69,143136,75131,B08,1368,BFCA55333EBF3551,2.02401E+13,103.93717694135275,1.3559477268893398
69,143299,75249,B03,4919,02A403D807C4DF7F,2.02401E+13,103.93010037210783,1.3479621464657359
69,143950,75121,B06,3544,0E5B7B5BF5ECC5F9,2.02401E+13,103.93902864572405,1.3559476245432733
69,143463,75129,B05,3319,B59D3F165E2D3DA4,2.02401E+13,103.93921901485028,1.3556655372628998
69,143533,75349,B24,884,E669B6F1B6CE7A4B,2.02401E+13,103.9339085412084,1.3380592325708598
69,143811,75159,B04,1514,1AD547A813919D83,2.02401E+13,103.93144358523455,1.3540588326773064
69,143894,75239,B05,1822,8B5D43B84589EB6E,2.02401E+13,103.93235741524362,1.3468265070122316
69,146126,75151,B03,989,8B6FC5EC5CDD0AD6,2.02401E+13,103.93143586032909,1.3545515336104768
69,147205,75039,B02,1146,0797638F67FD8441,2.02401E+13,103.92954579192327,1.3506376501141726
69,146714,75141,B10,2094,89CABD30D87DF2C4,2.02401E+13,103.93386366156457,1.3562049536058585
69,146233,75241,B04,1324,F9B3BC096006E14D,2.02401E+13,103.92982187112193,1.3484391178123756
69,145724,75061,B25,389,5A15508E2A59DC5F,2.02401E+13,103.93653015840799,1.3407893009694107
69,146840,84529,B04,1730,9DC0E4A706AF5080,2.02401E+13,103.93431255468195,1.3320825295163017
69,147450,75009,NIL,1312,65A905EF648EADDB,2.02401E+13,103.94364418358565,1.3548018936451303
69,146402,84351,B01,3005,D7DA86944A1DFF70,2.02401E+13,103.93417374896245,1.3276415658016496
69,146403,84359,B02,3006,106F664FB63142B1,2.02401E+13,103.93398756356295,1.3278927539836496
69,147494,75231,B06,1565,1549C2D3AFA3423F,2.02401E+13,103.93281646174941,1.3470209208384845
69,146428,75139,B07,1717,04D912566E197548,2.02401E+13,103.9360065015857,1.3556424949488126
69,147520,84219,B02,2289,02F310C1AE49095F,2.02401E+13,103.93483495841183,1.329334214317477
69,147016,75341,B23,1079,A8D5A7C66B765B0C,2.02401E+13,103.93393177614459,1.338346989
69,146520,75221,B08,1253,F8161E42CC6E4E2C,2.02401E+13,103.93603640751797,1.3456666068266145
69,146003,75069,B26,643,46B819A24C1DDC29,2.02401E+13,103.93673793731246,1.3406584832706396
69,147075,84201,B05,2854,62E6E8D84E649728,2.02401E+13,103.93311744327208,1.3364790044214838
